id,count
0,88.77825471150504
1,234.90038164066485
2,77.55286454257005
4,31.711002892838756
5,40.84309901652771
10,119.64991598973674
11,174.29935843754134
12,308.4905591011173
15,30.401275525443392
17,102.11235487988205
18,294.3275127384992
23,235.68875439813132
25,113.98464806092468
26,39.42342090829551
31,242.60117153083465
39,157.23468240411904
40,25.285847317354172
41,213.44603921707719
42,311.76889929982724
43,157.53190376964687
51,216.49195569786414
52,72.03682882871762
54,18.51079732678341
60,136.97140495766533
61,142.619484915331
62,107.70797963190188
63,24.32572494888503
65,114.09445593028867
66,107.26135753977091
68,153.29310724220596
71,85.36620288757663
80,25.70497021567738
82,63.3102726574539
94,130.68864979460022
98,267.16966994152017
101,29.109286208679144
102,132.46811889847564
107,89.35355533446004
112,211.94241621486594
113,72.10907390102065
115,61.18110016792324
116,116.27090942432883
120,162.88266142890487
121,85.91824377304306
122,300.61715389503587
132,192.77950857955898
143,73.77955862246245
147,63.840733679870354
150,18.60952327469535
151,88.05239387008706
152,241.08800531936464
153,86.0780689659427
155,154.87224262851714
156,47.49785543270955
159,189.12162661566907
161,161.11105225632673
163,39.585106864708635
177,172.01562625366188
186,18.470623931338277
188,17.366220981891157
190,90.46823026783625
191,86.78063219016431
192,270.8516266051097
195,288.3875942496887
200,157.8365225603347
209,295.45489663003815
210,18.808610178533883
211,216.99646327144632
214,135.52305332289373
215,25.561754929562937
218,104.23450300617776
219,37.78867501119903
222,161.55127227784786
225,17.913945833573973
228,299.83399759535706
236,209.44150680960257
241,30.503430059154308
242,184.0758457335294
243,227.64109537033582
245,18.373661969192096
247,268.13855626242923
251,130.07601305003598
252,84.34603742111247
253,86.3346843166836
254,89.36090032101129
258,294.26779946959135
260,62.82045944920655
261,170.68339946392737
265,91.74361128681613
266,280.41521373372734
267,282.00099203845775
269,167.06765390786106
270,63.43843442215977
275,102.75168509059685
278,40.03054538801891
279,85.85623097857405
286,91.91438179644625
287,24.968410320572747
288,200.28706771188817
289,155.0968527570323
293,18.23602483979512
294,180.06335972490396
297,47.40885882138647
302,105.9456376354005
303,66.3522209258903
304,40.3510539107076
307,101.17960436285601
309,18.26072079272151
311,171.81697058973052
312,137.18650626520008
314,197.34642247302435
315,229.31211556568636
319,177.99539563662776
322,110.06966157268052
323,63.935105533257484
325,123.36364610936087
327,267.87588831333426
330,39.03092357021541
332,200.63783508750683
333,18.33353041393113
338,101.93609765622504
341,102.37138472863303
345,219.47719980403616
348,127.50139981177027
349,39.585106864708635
350,114.69188537071932
352,63.29462102554936
355,15.647577166706165
356,198.35416791131968
358,62.674889341712415
363,124.78961271583265
369,166.8846417163448
371,18.51325743783356
372,138.23306121032397
375,293.1227862419951
380,123.6830220245286
388,39.33716888249821
391,136.82052346667928
392,265.2106605231564
393,314.8645418492183
394,175.78816102383152
396,25.64214708642568
401,30.45412995919168
407,91.0067770156137
409,87.13709849994157
410,110.16756020728586
416,116.29178812373335
418,118.37439743368115
420,157.41912955416896
421,201.25671970220347
422,124.52421801706897
424,289.0504221855235
428,302.46105965204526
429,231.43925280838653
431,164.74335495078878
435,16.45458112507434
439,114.01289950410869
441,17.79515829048691
447,89.35716840709924
449,138.39696256870985
451,144.10778128178754
452,19.139888459788335
454,203.34895993258345
458,229.0009070938073
463,135.32333165220018
467,18.014763325026784
470,252.55938648592405
471,160.51773064587226
474,284.61435585691913
478,18.137863649864368
483,109.50052716415952
484,135.43633816747092
485,85.78234430171804
486,130.6823541605649
491,100.1377530175457
494,104.82833148623125
495,254.37799782937572
497,215.60802541583524
499,177.13292382877864
515,114.49712257575428
518,204.40956355848402
521,166.50021998048166
525,153.21342308255907
529,237.4409437912376
532,143.6584420672941
534,91.19361802082287
540,91.88453192173677
544,295.24073452825655
547,164.98622773854825
549,39.64027035975019
563,38.779852074737
564,153.37629062161056
567,108.75981744501416
572,115.05511515628616
577,135.2932035558677
578,250.36643240540312
585,311.01751373092145
588,137.9217822673155
589,120.05694927324637
590,104.62263065261328
592,18.167249077948647
594,250.05789835091738
596,18.219238873867013
598,308.08822877510227
599,135.53338231532663
605,32.25822914608796
606,123.92725102821329
607,261.99604612128286
608,219.31905359273014
609,63.25347612065736
610,282.9678197688423
611,173.00118660965757
614,129.36723846490722
615,212.9590119154878
616,260.15507199203324
617,124.62882998691893
618,249.6291317354214
624,106.69208363458993
629,136.4885660553854
631,84.73928803116176
633,80.48779683868622
637,25.595185709121136
638,105.03401589933928
643,62.13466262738554
644,152.55919831644636
645,40.21881880871586
646,201.07031191437568
648,196.93878610981093
650,31.960332785652803
651,178.41347092893028
652,276.06538096647193
656,124.14026602414752
657,18.139103387138583
659,74.5665786038604
660,212.84335246994968
662,103.5890469627806
665,317.819042591714
675,294.5095439758473
681,157.68129083871008
682,214.72178455184542
685,16.253623899194416
686,199.51424234086852
689,25.64214708642568
696,146.9554597440048
703,154.92884648057094
704,101.73842245873341
705,135.23662470875757
714,219.7407896842755
717,86.69846595239238
718,18.167249077948647
720,83.59282257200121
721,247.57413713108616
723,215.0273317150787
726,169.52029105723298
728,126.753395985421
730,173.9772629710048
731,26.505001961709127
734,319.9463117983565
737,83.33178621815995
738,18.246858173128455
745,172.9978303574703
746,26.511789943568537
749,215.48696806564382
752,25.591140357647213
753,165.17474395629299
758,221.46226557242562
765,18.230072207200347
766,235.037149304599
768,84.7818933637671
769,194.19895588172494
774,127.06600887650656
775,104.16932891324178
781,61.85722980197023
784,292.0895118104361
794,18.34628193416787
795,281.87846646695687
796,85.94726088513463
802,176.50554974176586
803,184.39184402820382
805,39.90598245510532
806,288.34585159544656
807,103.55417381991298
809,17.90204356035161
810,175.76660752483593
812,172.31232940330443
814,103.57805731752127
818,256.62278892509215
819,153.95711450441152
825,68.08954701406901
836,112.00433982044561
839,122.49715550534677
847,274.26915275955565
848,169.82128346673227
851,124.29838535310479
852,140.8437945335797
853,29.99865303610725
857,156.60618854714804
858,38.99664756736664
859,241.5077220226718
861,30.3080955147396
867,111.91770725350864
870,236.71129108238907
871,242.44710234578952
872,199.91688248864628
874,315.9605361905445
881,205.59377201930764
886,141.05557298770285
890,63.50208886180667
895,165.28357553805736
899,85.40245698867507
900,278.5016823347841
901,260.8906877492
902,225.22152134281404
903,32.865893474948706
913,264.15019513449687
918,198.73021405198762
923,144.9757263903587
924,40.08475287464992
926,25.696007432273422
927,17.489015676306636
930,240.80699717137526
934,39.54829536895223
937,139.3722654179617
939,148.7892182076108
941,88.65454397682737
942,316.94159580944074
946,278.17400143528175
950,101.14426851032
953,87.42457756144437
959,86.65669308516449
961,25.267329303075076
962,86.8344616919288
964,49.179820872219686
969,189.3811341230929
971,134.93579708681492
976,31.65507415405796
978,228.04769174514348
980,258.5985810569912
981,135.66690003626007
990,312.41304858911775
993,17.964952562352437
996,18.45892005779339
998,292.5102005510282
999,183.77372236564014
1006,113.66601508962776
1008,18.014763325026784
1013,29.976087102458994
1015,100.80792413092517
1016,121.27893904951662
1022,285.7288642685256
1026,241.5951640746312
1028,232.6794468055755
1031,58.83464600214884
1034,62.26121037956275
1037,189.79917700642278
1040,63.209400534900084
1042,18.33353041393113
1046,18.34628193416787
